date,day as a number,Physical distancing-Closure of educational institutions-Daycare nursery,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,Case management and quarantine-Contact tracing-Mobile technology,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Workplace measures-Teleworking,Case management and quarantine-Contact tracing-Other,Case management and quarantine-Quarantine-For contacts,General-Exemptions to NPIs-Vaccination proof,Hygiene and safety measure-Other-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Closure of educational institutions-Higher Education,International travel-Quarantine for international travellers-Not applicable,Physical distancing-Public gathering restriction-Ban on all events,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Primary School,Hygiene and safety measure-Protective mask use community-Closed public spaces,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Isolation of case-Not applicable,Physical distancing-Public gathering restriction-Indoor over 500,General-Communication to the public-Not applicable,General-Communication to healthcare services-Not applicable,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Closure of public spaces-Non essential shops,Internal travel-Travel restrictions-Cordon sanitaire
2021-08-19,536,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-20,537,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-21,538,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-22,539,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-23,540,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-24,541,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-25,542,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-26,543,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-27,544,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-28,545,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-29,546,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-30,547,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-31,548,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-01,549,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-02,550,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-03,551,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-04,552,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-05,553,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-06,554,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-07,555,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-08,556,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-09,557,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-10,558,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-11,559,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-12,560,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-13,561,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-14,562,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-15,563,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-16,564,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-17,565,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-18,566,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-19,567,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-20,568,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-21,569,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-22,570,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-23,571,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-24,572,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-25,573,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-26,574,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-27,575,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-28,576,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-29,577,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-09-30,578,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-01,579,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-02,580,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-03,581,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-04,582,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-05,583,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-06,584,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-07,585,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-08,586,0,0,2,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-09,587,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-10,588,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-11,589,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-12,590,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-13,591,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-14,592,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-15,593,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-16,594,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-17,595,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-18,596,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-19,597,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-20,598,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-21,599,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-22,600,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-23,601,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-24,602,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-25,603,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-26,604,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-27,605,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-28,606,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-29,607,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-30,608,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-10-31,609,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-11-01,610,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-02,611,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-03,612,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-04,613,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-05,614,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-06,615,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-07,616,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-08,617,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-09,618,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-10,619,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-11,620,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-12,621,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-13,622,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-14,623,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-15,624,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-16,625,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-17,626,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-18,627,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-19,628,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-20,629,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-21,630,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-22,631,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-23,632,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-24,633,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-25,634,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-26,635,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-27,636,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-28,637,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-29,638,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-11-30,639,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-01,640,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-02,641,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-03,642,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-04,643,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-05,644,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-06,645,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-07,646,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-08,647,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-09,648,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-10,649,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-12-11,650,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-12,651,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-13,652,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-14,653,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-15,654,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-16,655,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-17,656,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-18,657,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-19,658,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-20,659,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-21,660,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-22,661,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-23,662,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-24,663,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-25,664,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-26,665,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-27,666,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-28,667,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-29,668,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-30,669,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-12-31,670,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-01,671,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-02,672,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-03,673,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-04,674,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-05,675,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-06,676,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-07,677,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-08,678,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-09,679,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-10,680,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-11,681,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-12,682,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-13,683,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-14,684,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-15,685,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-16,686,0,0,2,2,0,1,0,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-17,687,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-18,688,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-19,689,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-20,690,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-21,691,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-22,692,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-23,693,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-24,694,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-25,695,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-26,696,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-27,697,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-28,698,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-29,699,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-30,700,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-01-31,701,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-01,702,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-02,703,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-03,704,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-04,705,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-05,706,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-06,707,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-07,708,0,0,2,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-08,709,0,0,2,2,0,0,1,1,2,2,1,2,0,2,2,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-09,710,0,0,2,2,0,0,1,1,2,2,1,2,0,2,2,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-10,711,0,0,2,2,0,0,1,1,2,2,1,2,0,2,2,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-11,712,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-12,713,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-13,714,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-14,715,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-15,716,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-16,717,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
